"creditpolicy","loanamnt","term","intrate","installment","grade","emplength","targetloanstatus","dti","inqlast6mths","openacc","revolutil","totalacc","emp10years","delin2years","homeowner","annualinc_bin","revolbal_bin","verified","purpose_mod"
"1",3000,36,0.0768,93.58,"A",10,"No Default",0.65,0,6,0.005,11,"Y","N","N","Gp3","Gp1","N","medical"
"0",12250,36,0.0988,394.58,"B",3,"No Default",22.11,0,14,0.274,32,"N","N","Y","Gp4","Gp5","N","home_improvement"
"1",4000,36,0.1677,142.16,"E",4,"No Default",0.93,0,2,0.866,13,"N","N","Y","Gp4","Gp1","Y","vacation"
"1",15600,36,0.0617,475.79,"A",0,"No Default",2,1,6,0,31,"N","N","Y","Gp5","Gp1","Y","credit_card"
"1",9000,36,0.0603,273.92,"A",4,"No Default",0.97,0,5,0.11,13,"N","N","Y","Gp5","Gp2","N","vacation"
"1",8000,36,0.0714,247.53,"A",8,"No Default",18.43,0,10,0.185,12,"N","N","Y","Gp2","Gp4","Y","debt_consolidation"
"1",8000,36,0.0603,243.49,"A",10,"No Default",21.33,0,8,0.326,21,"Y","N","N","Gp1","Gp3","N","debt_consolidation"
"1",16000,36,0.079,500.65,"A",5,"No Default",8.49,0,20,0.351,40,"N","N","N","Gp1","Gp3","Y","debt_consolidation"
"1",10500,60,0.1306,239.23,"C",8,"No Default",6.22,2,11,0.006,12,"N","N","N","Gp4","Gp1","Y","major_purchase"
"1",7000,36,0.0751,217.78,"A",4,"No Default",16.33,0,12,0.576,24,"N","N","Y","Gp4","Gp4","N","debt_consolidation"
"1",2500,36,0.0788,78.21,"A",6,"No Default",15.15,0,4,0.072,13,"N","N","Y","Gp2","Gp1","Y","other"
"1",3000,36,0.1059,97.64,"B",2,"No Default",21.5,0,20,0.442,27,"N","N","Y","Gp2","Gp4","N","major_purchase"
"1",12000,60,0.2025,319.6,"F",0,"No Default",4.8,0,4,0,9,"N","N","Y","Gp3","Gp1","N","debt_consolidation"
"1",8000,36,0.1505,277.53,"D",2,"No Default",10.62,1,7,0.825,39,"N","N","Y","Gp2","Gp3","N","small_business"
"1",4625,36,0.1242,154.55,"B",4,"No Default",5.7,1,4,0.176,21,"N","N","Y","Gp2","Gp1","N","medical"
"1",23000,60,0.0991,487.67,"B",10,"No Default",8.15,0,12,0.146,46,"Y","N","Y","Gp4","Gp2","Y","debt_consolidation"
"1",3000,36,0.0579,90.99,"A",1,"No Default",8.49,1,13,0.262,43,"N","N","N","Gp3","Gp3","N","small_business"
"0",3000,36,0.1759,107.85,"G",6,"No Default",29.74,0,13,0.203,30,"N","Y","N","Gp2","Gp1","Y","educational"
"1",4000,36,0.0775,124.89,"A",2,"No Default",6,0,8,0.121,19,"N","N","N","Gp1","Gp1","N","other"
"1",20000,36,0.1411,684.58,"D",1,"No Default",22.24,0,17,0.762,26,"N","N","N","Gp3","Gp3","Y","other"
"1",28000,36,0.1491,969.4,"D",10,"No Default",7.19,2,13,0.443,27,"Y","N","Y","Gp5","Gp5","Y","credit_card"
"1",15000,36,0.0751,466.67,"A",2,"No Default",5.48,0,7,0.209,17,"N","N","N","Gp5","Gp4","Y","debt_consolidation"
"1",10000,36,0.0859,316.11,"A",9,"No Default",9.98,0,16,0.322,32,"N","N","Y","Gp3","Gp5","N","credit_card"
"1",2000,36,0.1037,64.89,"B",10,"No Default",18.1,0,11,0.876,27,"Y","Y","Y","Gp1","Gp2","Y","home_improvement"
"1",7000,36,0.0894,222.41,"A",2,"No Default",18.42,0,5,0.553,10,"N","N","N","Gp2","Gp2","N","debt_consolidation"
"1",4000,36,0.1149,131.89,"B",4,"No Default",2.89,0,3,0.478,6,"N","N","N","Gp1","Gp1","N","debt_consolidation"
"1",18000,36,0.1217,599.33,"D",3,"No Default",18.3,1,12,0.814,25,"N","N","Y","Gp5","Gp4","N","debt_consolidation"
"1",5800,36,0.0699,179.07,"A",4,"No Default",7.92,0,9,0.393,23,"N","N","Y","Gp2","Gp3","Y","debt_consolidation"
"1",5400,60,0.1074,116.72,"B",10,"No Default",19.75,2,19,0.135,42,"Y","N","Y","Gp4","Gp3","Y","home_improvement"
"1",10000,36,0.1562,349.7,"D",1,"No Default",23.45,2,19,0.359,51,"N","Y","N","Gp3","Gp5","N","major_purchase"
"1",7500,36,0.0579,185,"A",0,"No Default",6.94,0,10,0.157,16,"N","N","Y","Gp3","Gp2","Y","wedding"
"0",2500,36,0.1533,87.08,"D",6,"No Default",5.38,4,3,0.277,14,"N","Y","N","Gp4","Gp1","Y","wedding"
"1",6000,36,0.0766,187.08,"A",6,"No Default",13.88,0,7,0.695,12,"N","N","N","Gp3","Gp3","N","debt_consolidation"
"1",20000,36,0.1379,681.51,"C",10,"No Default",15,1,21,0.272,41,"Y","Y","Y","Gp5","Gp5","Y","debt_consolidation"
"1",6200,36,0.0849,195.7,"A",3,"No Default",12.64,0,8,0.2,23,"N","N","Y","Gp5","Gp2","Y","home_improvement"
"1",14000,36,0.0699,432.22,"A",10,"No Default",12.6,0,12,0.156,17,"Y","N","N","Gp1","Gp2","Y","debt_consolidation"
"1",9475,36,0.1183,313.95,"B",0,"No Default",14.48,0,4,0.635,11,"N","N","N","Gp4","Gp4","N","wedding"
"1",3500,36,0.1349,118.76,"C",7,"No Default",10.35,2,14,0.542,37,"N","N","N","Gp3","Gp3","N","debt_consolidation"
"1",25000,60,0.1323,571.78,"C",6,"No Default",21.32,0,8,0.599,22,"N","N","Y","Gp3","Gp3","Y","debt_consolidation"
"1",5000,36,0.0699,154.37,"A",5,"No Default",24.26,0,8,0.422,21,"N","N","N","Gp1","Gp4","N","small_business"
"1",11500,36,0.1221,383.13,"B",4,"No Default",1.05,0,8,0.002,11,"N","Y","N","Gp4","Gp1","Y","other"
"0",6500,36,0.157,227.56,"E",1,"No Default",22.32,1,16,0.821,37,"N","Y","Y","Gp5","Gp5","Y","home_improvement"
"1",10000,60,0.1719,249.55,"E",10,"No Default",8.17,0,20,0.521,35,"Y","N","Y","Gp5","Gp5","Y","credit_card"
"1",35000,60,0.1991,925.54,"E",1,"No Default",3.85,0,5,0.707,23,"N","N","N","Gp5","Gp5","Y","debt_consolidation"
"1",7500,60,0.1602,182.47,"D",1,"No Default",11,0,6,0.41,9,"N","N","N","Gp1","Gp1","Y","debt_consolidation"
"1",12000,36,0.1595,421.59,"D",1,"No Default",9.76,0,5,0.499,12,"N","Y","N","Gp4","Gp2","Y","debt_consolidation"
"1",4000,36,0.1562,139.88,"D",7,"No Default",14.82,0,5,0.379,40,"N","Y","Y","Gp4","Gp5","Y","major_purchase"
"1",21000,60,0.1599,510.57,"D",10,"No Default",12.97,0,10,0.402,27,"Y","Y","Y","Gp5","Gp4","Y","debt_consolidation"
"1",19425,60,0.1689,481.62,"D",10,"No Default",23.03,1,5,0.9,11,"Y","N","N","Gp1","Gp4","Y","debt_consolidation"
"1",3075,36,0.0542,92.75,"A",5,"No Default",7.87,0,12,0.255,27,"N","N","N","Gp1","Gp3","N","car"
"1",12600,60,0.1677,311.59,"D",2,"No Default",20.22,1,9,0.787,11,"N","Y","N","Gp2","Gp4","N","debt_consolidation"
"1",1200,60,0.0788,24.27,"A",3,"No Default",3.5,0,15,0.027,24,"N","N","N","Gp1","Gp1","N","debt_consolidation"
"1",3500,36,0.0579,106.15,"A",1,"No Default",2.29,1,5,0.082,12,"N","N","N","Gp1","Gp1","N","debt_consolidation"
"1",24000,36,0.1099,785.65,"B",9,"No Default",3.72,1,4,0.21,24,"N","N","N","Gp4","Gp3","Y","debt_consolidation"
"1",8000,36,0.1496,277.16,"D",2,"No Default",10.33,1,14,0.353,20,"N","Y","N","Gp1","Gp2","N","debt_consolidation"
"1",13000,36,0.1459,448.05,"D",5,"No Default",22.98,0,8,0.559,19,"N","N","N","Gp2","Gp3","N","other"
"1",1500,36,0.1903,55.01,"E",2,"No Default",16.76,2,29,0.763,49,"N","N","N","Gp3","Gp3","N","debt_consolidation"
"0",2000,36,0.1036,64.88,"B",10,"No Default",24.64,5,22,0.291,59,"Y","N","Y","Gp5","Gp5","Y","credit_card"
"1",1000,36,0.1372,34.05,"C",0,"No Default",2.72,0,4,0.344,7,"N","Y","Y","Gp1","Gp1","N","home_improvement"
"1",10000,36,0.0751,311.1,"A",0,"No Default",2.93,1,7,0.206,17,"N","N","Y","Gp5","Gp3","N","debt_consolidation"
"1",16100,60,0.1839,412.26,"E",10,"No Default",24.07,2,12,0.876,20,"Y","N","Y","Gp3","Gp4","Y","debt_consolidation"
"1",9800,36,0.0788,306.55,"A",10,"No Default",7.95,0,6,0.345,24,"Y","N","N","Gp2","Gp4","N","debt_consolidation"
"1",2700,36,0.1199,89.67,"B",10,"No Default",22.32,0,6,0.935,14,"Y","N","Y","Gp3","Gp5","N","other"
"1",25000,36,0.1385,717.04,"C",3,"No Default",18.83,2,23,0.352,75,"N","N","Y","Gp4","Gp5","Y","debt_consolidation"
"1",16050,60,0.1929,353.67,"E",2,"No Default",19.45,0,7,0.732,12,"N","Y","Y","Gp4","Gp4","Y","debt_consolidation"
"1",12000,36,0.0599,365.01,"A",10,"No Default",1.59,2,9,0.132,16,"Y","N","Y","Gp5","Gp3","N","debt_consolidation"
"1",9500,36,0.1533,330.87,"D",0,"No Default",12,0,5,0.895,7,"N","Y","N","Gp1","Gp3","N","debt_consolidation"
"1",9350,36,0.1269,313.65,"B",7,"No Default",12.34,3,10,0.705,14,"N","N","Y","Gp2","Gp4","N","debt_consolidation"
"0",2825,36,0.1438,97.08,"E",0,"No Default",28.68,1,7,0.78,14,"N","N","N","Gp2","Gp5","N","credit_card"
"1",7125,36,0.0751,221.67,"A",10,"No Default",17.14,4,9,0.323,16,"Y","N","Y","Gp1","Gp2","N","debt_consolidation"
"1",11500,36,0.0751,357.78,"A",4,"No Default",6.1,0,7,0.316,12,"N","N","Y","Gp2","Gp3","N","debt_consolidation"
"1",16000,60,0.1199,355.84,"B",5,"No Default",17.27,0,7,0.728,25,"N","N","N","Gp3","Gp5","Y","debt_consolidation"
"1",8600,36,0.1065,280.13,"B",8,"No Default",16.05,2,12,0.748,17,"N","N","Y","Gp2","Gp3","N","credit_card"
"0",14500,36,0.1197,481.4,"C",6,"No Default",10.85,5,6,0.131,32,"N","N","N","Gp5","Gp1","N","credit_card"
"1",15000,60,0.0999,318.64,"B",10,"No Default",3.37,0,6,0.197,19,"Y","N","Y","Gp4","Gp1","Y","home_improvement"
"1",30750,60,0.1427,719.82,"C",6,"No Default",20.96,0,14,0.824,24,"N","N","Y","Gp3","Gp5","Y","debt_consolidation"
"1",10000,36,0.0751,311.11,"A",4,"No Default",7.17,0,6,0.416,25,"N","N","Y","Gp4","Gp4","Y","other"
"1",5000,36,0.0751,155.56,"A",2,"No Default",13.45,0,7,0.551,15,"N","N","Y","Gp4","Gp5","Y","credit_card"
"1",15000,36,0.1114,492.06,"B",7,"No Default",8.05,0,12,0.052,28,"N","N","N","Gp4","Gp2","N","debt_consolidation"
"1",10000,36,0.1595,351.33,"D",4,"No Default",1.51,0,3,0.617,7,"N","Y","Y","Gp2","Gp1","N","wedding"
"1",12900,36,0.1479,445.86,"C",4,"No Default",6.7,3,11,0.666,48,"N","N","N","Gp5","Gp4","Y","debt_consolidation"
"1",9000,36,0.1298,303.16,"C",3,"No Default",6.97,0,8,0.58,12,"N","Y","N","Gp2","Gp2","N","debt_consolidation"
"1",29000,36,0.0751,902.22,"A",1,"No Default",5.03,0,8,0.408,27,"N","N","Y","Gp4","Gp3","Y","home_improvement"
"1",12000,60,0.1299,272.98,"C",5,"No Default",20.96,0,3,0.171,4,"N","N","N","Gp1","Gp1","Y","other"
"1",13000,60,0.1682,321.83,"E",2,"No Default",22.32,1,17,0.511,29,"N","N","N","Gp2","Gp3","Y","debt_consolidation"
"1",14400,60,0.1111,313.89,"B",3,"No Default",20.69,0,8,0.72,17,"N","N","Y","Gp2","Gp3","N","debt_consolidation"
"1",5000,36,0.1099,163.67,"B",1,"No Default",20.04,1,5,0.884,14,"N","N","N","Gp2","Gp2","Y","debt_consolidation"
"1",26375,60,0.1991,697.46,"E",10,"No Default",23.22,1,12,0.648,33,"Y","N","Y","Gp3","Gp4","Y","debt_consolidation"
"1",10400,60,0.0991,220.51,"B",10,"No Default",2.03,0,9,0.134,14,"Y","N","Y","Gp2","Gp1","Y","major_purchase"
"1",16000,36,0.0751,497.78,"A",0,"No Default",8.08,0,6,0.412,15,"N","N","Y","Gp4","Gp5","Y","credit_card"
"1",12000,36,0.0999,387.15,"B",0,"No Default",0.45,0,3,0.027,3,"N","N","N","Gp2","Gp1","Y","other"
"1",5600,36,0.0662,171.95,"A",10,"No Default",14.58,1,11,0.289,30,"Y","N","Y","Gp5","Gp2","Y","home_improvement"
"1",12500,60,0.0962,251.68,"B",5,"No Default",11.84,0,11,0,25,"N","N","N","Gp3","Gp1","N","car"
"1",10625,36,0.1242,355.04,"B",10,"No Default",15.06,1,11,0.574,29,"Y","N","Y","Gp3","Gp3","N","debt_consolidation"
"1",18000,60,0.138,416.97,"C",4,"No Default",16.91,1,8,0.133,21,"N","N","Y","Gp3","Gp1","Y","home_improvement"
"1",9000,60,0.2085,242.73,"G",0,"No Default",5.54,0,4,0.907,12,"N","N","N","Gp3","Gp2","Y","small_business"
"1",15000,36,0.0654,460.01,"A",10,"No Default",2.31,0,4,0.364,21,"Y","N","Y","Gp4","Gp3","Y","debt_consolidation"
"1",5600,36,0.1111,183.63,"B",3,"No Default",13.15,2,3,0.542,3,"N","N","N","Gp1","Gp1","Y","major_purchase"
"1",6000,36,0.08,188.02,"A",3,"No Default",1.06,0,6,0.164,9,"N","N","N","Gp3","Gp3","N","wedding"
"1",7200,36,0.0542,217.16,"A",10,"No Default",8.57,0,9,0.214,30,"Y","N","Y","Gp1","Gp2","N","debt_consolidation"
"1",9000,36,0.0766,280.62,"A",2,"No Default",15.49,0,5,0.333,11,"N","N","Y","Gp2","Gp1","N","debt_consolidation"
"1",12000,36,0.0599,365.01,"A",10,"No Default",1.47,2,6,0.037,12,"Y","N","Y","Gp3","Gp1","N","home_improvement"
"0",16000,36,0.1172,529.3,"C",3,"No Default",1.06,4,17,0.061,31,"N","Y","N","Gp4","Gp1","N","vacation"
"1",8000,60,0.1689,198.35,"D",10,"No Default",2.44,2,2,0.236,15,"Y","N","N","Gp3","Gp1","Y","major_purchase"
"1",6300,36,0.0579,191.06,"A",0,"No Default",3.19,0,7,0.07,12,"N","N","Y","Gp4","Gp2","N","major_purchase"
"1",5400,36,0.1038,175.21,"B",7,"No Default",24.14,1,9,0.261,14,"N","N","N","Gp1","Gp2","Y","other"
"1",10000,36,0.1677,355.39,"D",6,"No Default",8.43,0,5,0.959,15,"N","N","Y","Gp2","Gp3","Y","credit_card"
"1",2400,36,0.1528,83.53,"D",0,"No Default",6.24,0,3,0.962,4,"N","N","N","Gp1","Gp1","Y","car"
"1",11425,36,0.0751,355.45,"A",7,"No Default",26,0,4,0.62,11,"N","N","N","Gp3","Gp4","N","debt_consolidation"
"1",15000,36,0.1099,491.01,"B",10,"No Default",14.44,0,5,0.392,19,"Y","N","N","Gp4","Gp2","Y","other"
"1",12000,60,0.1483,284.41,"D",9,"No Default",17.75,0,16,0.486,35,"N","Y","Y","Gp2","Gp4","N","debt_consolidation"
"1",4000,36,0.0542,120.64,"A",5,"No Default",22.89,0,10,0.216,29,"N","N","Y","Gp3","Gp3","Y","debt_consolidation"
"1",5500,36,0.1074,179.39,"B",10,"No Default",15.62,1,18,0.437,29,"Y","N","Y","Gp3","Gp4","N","credit_card"
"1",14000,36,0.164,494.97,"E",10,"No Default",5.42,0,6,0.89,17,"Y","N","Y","Gp4","Gp4","Y","debt_consolidation"
"1",24000,60,0.164,588.75,"E",6,"No Default",12,3,16,0.551,45,"N","N","Y","Gp5","Gp5","Y","home_improvement"
"1",6000,36,0.1311,202.47,"C",3,"No Default",2.38,3,5,0.268,10,"N","N","Y","Gp1","Gp1","N","debt_consolidation"
"1",20000,36,0.1065,651.47,"B",0,"No Default",6.72,0,13,0.67,20,"N","N","N","Gp3","Gp4","Y","credit_card"
"1",5000,36,0.1465,172.48,"C",2,"No Default",18.3,2,5,0.333,9,"N","N","N","Gp1","Gp1","Y","debt_consolidation"
"1",14400,36,0.0849,454.51,"A",5,"No Default",22.07,0,11,0.726,23,"N","N","N","Gp2","Gp4","Y","debt_consolidation"
"1",3500,60,0.1677,86.56,"E",0,"No Default",22.5,0,3,0.403,5,"N","Y","N","Gp1","Gp1","Y","car"
"1",9500,36,0.1357,322.71,"C",5,"No Default",0.56,7,3,0.071,4,"N","N","N","Gp1","Gp1","N","medical"
"1",3000,36,0.1454,103.33,"D",3,"No Default",10.18,0,5,0.817,8,"N","N","Y","Gp1","Gp1","Y","other"
"1",12000,36,0.0849,378.76,"A",8,"No Default",12.55,0,5,0.343,8,"N","N","N","Gp1","Gp3","Y","debt_consolidation"
"1",4000,36,0.0894,127.09,"A",3,"No Default",3.88,0,7,0.194,15,"N","N","N","Gp1","Gp1","N","moving"
"1",2000,36,0.1528,69.61,"D",5,"No Default",23.83,3,24,0.794,42,"N","N","Y","Gp4","Gp5","N","debt_consolidation"
"1",3000,36,0.1839,109.05,"E",10,"No Default",16.23,0,3,0.998,30,"Y","N","N","Gp2","Gp3","N","debt_consolidation"
"1",3200,36,0.1126,105.17,"B",7,"No Default",0.72,5,3,0.08,4,"N","N","Y","Gp2","Gp1","Y","debt_consolidation"
"1",10000,36,0.0579,193.34,"A",0,"No Default",20.37,0,14,0.367,25,"N","N","N","Gp4","Gp3","N","credit_card"
"1",25000,60,0.1306,569.6,"C",5,"No Default",12.53,1,18,0.411,55,"N","N","Y","Gp5","Gp4","Y","debt_consolidation"
"1",18000,36,0.1645,636.8,"E",9,"No Default",20.21,0,6,0.593,13,"N","N","N","Gp4","Gp5","N","car"
"1",19750,60,0.2322,559.27,"G",1,"No Default",18,0,5,0.971,23,"N","Y","Y","Gp5","Gp4","Y","other"
"1",7200,60,0.1528,172.35,"D",2,"No Default",18.16,1,8,0.351,17,"N","N","N","Gp1","Gp1","Y","debt_consolidation"
"1",27600,60,0.1565,666.06,"D",5,"No Default",17.54,0,6,0.754,35,"N","N","N","Gp3","Gp4","Y","debt_consolidation"
"1",6825,36,0.0542,205.85,"A",0,"No Default",9.4,1,11,0.123,25,"N","N","N","Gp1","Gp1","Y","debt_consolidation"
"1",8000,36,0.1111,262.33,"B",5,"No Default",7.36,1,16,0.614,37,"N","Y","Y","Gp5","Gp5","Y","credit_card"
"1",5000,36,0.0988,161.06,"B",5,"No Default",11.36,0,9,0.35,12,"N","N","Y","Gp1","Gp2","N","other"
"1",25000,60,0.1298,568.58,"C",10,"No Default",14.89,1,9,0.429,26,"Y","N","Y","Gp5","Gp4","Y","medical"
"1",19400,36,0.1189,643.39,"B",0,"No Default",15.44,0,9,0.516,25,"N","N","Y","Gp5","Gp5","Y","debt_consolidation"
"1",4750,36,0.1183,157.39,"B",10,"No Default",22.69,0,4,0.793,15,"Y","N","N","Gp1","Gp3","N","debt_consolidation"
"1",11200,60,0.1306,255.18,"C",6,"No Default",16.26,3,12,0.418,30,"N","N","Y","Gp3","Gp4","Y","car"
"1",3000,36,0.0988,96.64,"B",2,"No Default",0.51,1,2,0.155,4,"N","N","N","Gp3","Gp1","Y","house"
"1",5000,36,0.1422,171.43,"C",0,"No Default",14.12,3,7,0.928,25,"N","N","Y","Gp5","Gp5","Y","other"
"1",6000,36,0.1284,201.71,"C",2,"No Default",11.95,0,6,0.404,9,"N","N","N","Gp2","Gp2","N","debt_consolidation"
"1",5500,36,0.1505,190.81,"D",2,"No Default",12.7,2,12,0.574,24,"N","Y","N","Gp2","Gp1","N","car"
"1",8500,36,0.089,269.91,"A",0,"No Default",19.56,3,15,0.035,24,"N","N","N","Gp1","Gp1","N","home_improvement"
"1",5000,36,0.1649,177,"D",2,"No Default",1.29,0,2,0.92,6,"N","N","N","Gp4","Gp1","Y","moving"
"1",1500,60,0.1299,34.13,"C",0,"No Default",2.95,0,10,0.267,42,"N","N","Y","Gp1","Gp1","Y","other"
"1",10000,60,0.1038,214.35,"B",10,"No Default",18.46,1,7,0.081,15,"Y","N","Y","Gp4","Gp5","Y","car"
"1",2100,36,0.0603,63.92,"A",7,"No Default",1.2,0,5,0.413,10,"N","N","Y","Gp2","Gp2","N","renewable_energy"
"1",8000,36,0.1038,259.57,"B",5,"No Default",10.97,1,8,0.108,13,"N","N","Y","Gp2","Gp1","Y","house"
"1",17000,60,0.1199,378.07,"B",10,"No Default",5.33,2,9,0.325,15,"Y","N","N","Gp2","Gp3","N","debt_consolidation"
"1",10500,60,0.1149,230.87,"B",2,"No Default",16.26,3,8,0.759,19,"N","N","N","Gp4","Gp5","N","other"
"1",12000,36,0.0579,363.93,"A",6,"No Default",11.27,0,16,0.044,35,"N","N","Y","Gp4","Gp2","N","home_improvement"
"0",5600,36,0.164,197.99,"F",10,"No Default",26.46,2,22,0.421,31,"Y","N","N","Gp3","Gp4","Y","debt_consolidation"
"1",6000,36,0.1427,205.86,"C",6,"No Default",17.55,0,6,0.131,13,"N","Y","Y","Gp2","Gp1","Y","other"
"1",14000,36,0.1299,471.65,"C",1,"No Default",3.02,0,13,0.448,20,"N","N","N","Gp3","Gp2","N","debt_consolidation"
"0",8000,36,0.1223,266.6,"C",1,"No Default",23.08,5,7,0.763,13,"N","N","N","Gp3","Gp3","N","credit_card"
"1",4800,36,0.0976,154.35,"B",6,"No Default",16.77,1,7,0.482,12,"N","N","N","Gp1","Gp3","N","home_improvement"
"1",8000,60,0.1361,184.54,"C",1,"No Default",24.12,1,7,0.491,15,"N","N","N","Gp2","Gp2","Y","debt_consolidation"
"1",21250,60,0.1558,512.03,"D",10,"No Default",19.86,2,11,0.577,19,"Y","N","Y","Gp3","Gp4","Y","credit_card"
"1",12000,60,0.1349,276.06,"C",10,"No Default",6.14,0,9,0.609,19,"Y","N","Y","Gp5","Gp5","Y","medical"
"1",10000,60,0.1323,228.71,"C",2,"No Default",3.48,0,8,0.081,8,"N","N","N","Gp2","Gp1","Y","small_business"
"1",10000,36,0.1355,339.6,"D",3,"No Default",7.94,0,11,0.577,14,"N","N","N","Gp5","Gp5","N","credit_card"
"1",15000,36,0.1599,527.29,"D",2,"No Default",21.13,0,6,0.956,12,"N","N","Y","Gp4","Gp4","Y","wedding"
"1",5500,36,0.1025,178.12,"B",6,"No Default",22.57,0,15,0.671,36,"N","N","Y","Gp4","Gp4","N","major_purchase"
"1",5000,36,0.0676,153.85,"A",10,"No Default",8.21,1,14,0.078,35,"Y","N","Y","Gp2","Gp2","N","other"
"1",27000,36,0.079,844.84,"A",5,"No Default",7.78,2,5,0.738,15,"N","N","Y","Gp3","Gp4","Y","small_business"
"1",3000,36,0.1218,99.9,"B",2,"No Default",21.11,0,8,0.676,24,"N","N","N","Gp4","Gp4","N","other"
"1",5000,60,0.1645,122.79,"E",10,"No Default",19.71,3,7,0.851,28,"Y","N","N","Gp4","Gp2","Y","debt_consolidation"
"1",2350,36,0.1417,80.52,"C",2,"No Default",22.96,1,12,0.423,15,"N","Y","N","Gp1","Gp2","Y","debt_consolidation"
"1",5000,36,0.0925,159.59,"B",1,"No Default",1.88,0,2,0.557,6,"N","N","N","Gp1","Gp1","Y","medical"
"0",4200,60,0.1521,100.39,"D",10,"No Default",15.19,4,15,0.52,52,"Y","N","Y","Gp4","Gp3","Y","vacation"
"1",7000,36,0.1461,241.33,"D",0,"No Default",10.64,1,8,0.771,16,"N","N","N","Gp2","Gp3","N","debt_consolidation"
"1",5000,36,0.1074,163.08,"B",10,"No Default",14.34,1,5,0.613,11,"Y","N","N","Gp3","Gp4","N","debt_consolidation"
"1",4000,36,0.1242,133.67,"B",3,"No Default",19.35,1,6,0.171,8,"N","N","N","Gp1","Gp1","N","medical"
"0",5000,36,0.1695,178.14,"E",1,"No Default",2.91,7,8,0.365,11,"N","N","Y","Gp1","Gp3","N","other"
"1",11500,36,0.0751,357.78,"A",0,"No Default",9.12,0,5,0.299,8,"N","N","N","Gp3","Gp1","Y","debt_consolidation"
"1",4800,36,0.1218,159.84,"B",10,"No Default",12.07,1,7,0.848,46,"Y","N","N","Gp3","Gp5","N","medical"
"1",10000,36,0.1178,331.1,"C",1,"No Default",8.8,2,9,0.405,16,"N","N","Y","Gp3","Gp5","Y","debt_consolidation"
"0",3000,36,0.1038,97.34,"B",3,"No Default",14.91,4,13,0.541,27,"N","N","Y","Gp5","Gp5","Y","major_purchase"
"1",12000,36,0.1221,399.78,"B",1,"No Default",20.59,1,9,0.566,21,"N","N","Y","Gp3","Gp2","Y","debt_consolidation"
"1",8000,36,0.1062,260.48,"B",4,"No Default",7.42,1,3,0.059,4,"N","N","N","Gp3","Gp1","N","major_purchase"
"1",15000,36,0.0749,466.53,"A",9,"No Default",14.59,1,11,0.043,36,"N","N","N","Gp5","Gp1","Y","debt_consolidation"
"1",13000,36,0.0894,413.03,"A",10,"No Default",13.17,0,8,0.2,22,"Y","N","N","Gp2","Gp2","N","debt_consolidation"
"1",6925,36,0.1599,243.43,"D",10,"No Default",21.24,1,6,0.749,13,"Y","N","N","Gp2","Gp2","Y","debt_consolidation"
"1",30000,36,0.1649,1061.99,"D",4,"No Default",14.64,0,9,0.904,20,"N","N","N","Gp4","Gp5","Y","debt_consolidation"
"1",20000,60,0.1199,444.79,"B",7,"No Default",4.03,3,5,0.253,12,"N","N","N","Gp2","Gp2","Y","debt_consolidation"
"1",1500,36,0.1299,50.54,"C",2,"No Default",4.71,3,4,0.65,5,"N","N","N","Gp1","Gp1","Y","other"
"1",7500,36,0.0907,238.75,"A",8,"No Default",4.86,1,10,0.25,29,"N","N","N","Gp3","Gp3","Y","other"
"1",18500,36,0.1533,644.33,"D",2,"No Default",11.2,0,4,0.996,21,"N","N","Y","Gp3","Gp2","N","debt_consolidation"
"1",15000,36,0.1028,485.99,"C",1,"No Default",11.88,0,15,0.337,24,"N","N","N","Gp2","Gp4","N","debt_consolidation"
"1",2700,36,0.1596,94.88,"F",1,"No Default",12.57,1,12,0.923,13,"N","N","N","Gp3","Gp2","N","debt_consolidation"
"1",10000,36,0.1134,329,"C",10,"No Default",14.8,3,16,0.457,31,"Y","N","Y","Gp4","Gp5","N","home_improvement"
"1",4200,36,0.1562,146.88,"D",0,"No Default",3.2,0,3,0.41,3,"N","N","Y","Gp1","Gp1","Y","other"
"1",12400,36,0.1183,410.87,"B",5,"No Default",17.38,1,10,0.084,24,"N","N","Y","Gp5","Gp1","N","educational"
"1",6500,36,0.1385,221.69,"C",4,"No Default",13.28,1,7,0.767,12,"N","N","N","Gp1","Gp2","N","credit_card"
"1",6500,36,0.1037,210.87,"B",1,"No Default",9.22,0,5,0.62,9,"N","N","Y","Gp5","Gp1","Y","vacation"
"1",11200,60,0.1565,270.29,"D",2,"No Default",16.96,0,8,0.5,25,"N","Y","Y","Gp4","Gp2","Y","debt_consolidation"
"1",11000,36,0.0729,341.11,"A",8,"No Default",14.1,0,4,0.292,12,"N","N","N","Gp2","Gp4","N","wedding"
"1",15000,60,0.1343,344.61,"C",10,"No Default",21.15,1,7,0.296,34,"Y","N","Y","Gp3","Gp3","Y","credit_card"
"1",35000,60,0.1903,908.5,"E",10,"No Default",18.06,1,15,0.888,43,"Y","N","Y","Gp5","Gp5","Y","debt_consolidation"
"1",10000,36,0.1126,328.64,"B",2,"No Default",16.29,0,10,0.438,29,"N","N","N","Gp5","Gp2","Y","medical"
"1",3000,36,0.0963,96.29,"A",4,"No Default",18.88,1,11,0.171,25,"N","N","N","Gp4","Gp2","Y","wedding"
"1",17000,36,0.1385,579.77,"C",3,"No Default",15.12,0,7,0.349,13,"N","N","N","Gp4","Gp4","Y","debt_consolidation"
