"creditpolicy","loanamnt","term","intrate","installment","grade","emplength","targetloanstatus","dti","inqlast6mths","openacc","revolutil","totalacc","emp10years","delin2years","homeowner","annualinc_bin","verified","purpose_mod","revolbal_bin","loanstatus"
"1",24000,36,0.1347,814.15,"C",0,"No Default",7.25,3,5,0.002,10,"N","N","Y","Gp5","Y","small_business","Gp1","No Default"
"1",14400,60,0.1465,339.94,"C",4,"No Default",10.75,7,21,0.251,44,"N","N","Y","Gp5","Y","debt_consolidation","Gp4","No Default"
"1",9500,36,0.1171,314.23,"B",1,"No Default",8.53,0,7,0.775,13,"N","Y","N","Gp2","Y","credit_card","Gp3","No Default"
"1",3500,36,0.0699,108.06,"A",1,"No Default",4,1,6,0,13,"N","N","N","Gp1","Y","small_business","Gp1","No Default"
"1",12000,60,0.1595,291.5,"D",10,"No Default",6.21,3,4,0.919,12,"Y","N","Y","Gp4","Y","small_business","Gp2","No Default"
"1",20000,36,0.138,681.62,"C",4,"No Default",15.66,1,8,0.166,16,"N","N","N","Gp3","Y","wedding","Gp1","No Default"
"1",17000,60,0.1929,443.71,"F",10,"No Default",11.43,1,9,0.811,21,"Y","N","Y","Gp5","Y","home_improvement","Gp4","No Default"
"1",16000,36,0.1183,530.15,"B",0,"No Default",6.29,1,16,0.254,30,"N","N","Y","Gp5","N","medical","Gp5","No Default"
"1",20200,60,0.1879,521.67,"E",3,"No Default",4.78,1,6,0.744,19,"N","N","Y","Gp5","Y","home_improvement","Gp5","No Default"
"1",8050,36,0.1,259.76,"B",6,"No Default",7.83,0,4,0.469,9,"N","N","N","Gp2","N","debt_consolidation","Gp3","No Default"
"1",25000,36,0.157,875.27,"D",10,"No Default",9.68,0,8,0.993,20,"Y","N","Y","Gp5","Y","debt_consolidation","Gp4","No Default"
"1",20000,36,0.1306,674.46,"C",3,"No Default",11.17,1,12,0.331,20,"N","N","N","Gp4","Y","debt_consolidation","Gp2","No Default"
"1",26000,36,0.1099,851.09,"B",5,"No Default",15.16,0,8,0.63,22,"N","N","N","Gp3","Y","credit_card","Gp5","No Default"
"1",8250,36,0.0599,250.95,"A",6,"No Default",4.59,1,13,0.104,35,"N","N","Y","Gp3","Y","car","Gp2","No Default"
"1",10000,36,0.0617,200.54,"A",0,"No Default",3.44,0,5,0.028,11,"N","N","Y","Gp1","Y","major_purchase","Gp1","No Default"
"1",10000,36,0.1075,326.21,"B",2,"No Default",1.65,1,3,0.192,21,"N","N","Y","Gp2","Y","debt_consolidation","Gp1","No Default"
"1",7000,36,0.1349,237.52,"C",2,"No Default",6.47,0,5,0.713,10,"N","N","N","Gp2","N","credit_card","Gp2","No Default"
"1",3250,36,0.1348,110.26,"C",2,"No Default",24,0,7,0.897,9,"N","N","N","Gp1","Y","debt_consolidation","Gp3","No Default"
"1",28000,60,0.1879,723.11,"E",6,"No Default",0.33,0,4,0.018,18,"N","N","N","Gp5","Y","major_purchase","Gp1","No Default"
"1",5000,36,0.1171,165.38,"B",0,"No Default",14.21,0,5,0.649,11,"N","N","N","Gp4","Y","other","Gp2","No Default"
"1",23500,60,0.1682,580.53,"E",10,"No Default",18.16,0,9,0.828,20,"Y","N","Y","Gp5","Y","debt_consolidation","Gp4","No Default"
"1",6000,36,0.0788,187.69,"A",8,"No Default",10.3,0,7,0.096,27,"N","N","Y","Gp2","N","house","Gp1","No Default"
"1",14400,36,0.1357,489.15,"C",3,"No Default",10.27,2,9,0.726,11,"N","N","N","Gp1","Y","debt_consolidation","Gp4","No Default"
"1",9400,60,0.1632,230.2,"E",0,"No Default",8.87,1,10,0.778,14,"N","N","N","Gp5","Y","debt_consolidation","Gp3","No Default"
"1",20000,36,0.1136,658.23,"B",4,"No Default",11.27,1,12,0.608,28,"N","N","Y","Gp5","N","credit_card","Gp5","No Default"
"1",7500,60,0.1075,162.14,"B",9,"No Default",16.63,0,6,0.37,15,"N","N","N","Gp2","N","debt_consolidation","Gp2","No Default"
"1",7000,36,0.1149,230.8,"B",5,"No Default",2.09,0,5,0.153,8,"N","N","Y","Gp2","Y","moving","Gp1","No Default"
"1",6000,36,0.0766,187.08,"A",0,"No Default",10.64,0,6,0.751,12,"N","N","N","Gp5","Y","debt_consolidation","Gp4","No Default"
"1",2000,36,0.0617,61,"A",3,"No Default",2.63,0,9,0.071,10,"N","N","N","Gp1","Y","major_purchase","Gp1","No Default"
"1",8000,60,0.1446,188.06,"D",2,"No Default",15.16,0,9,0.545,40,"N","N","Y","Gp4","Y","debt_consolidation","Gp2","No Default"
"1",2500,36,0.1474,86.35,"D",1,"No Default",19.08,3,5,0.321,6,"N","N","Y","Gp1","N","debt_consolidation","Gp2","No Default"
"1",7000,36,0.1398,239.18,"C",6,"No Default",9.17,2,7,0.285,17,"N","N","N","Gp1","Y","major_purchase","Gp1","No Default"
"1",8000,36,0.0996,257.99,"B",3,"No Default",15.13,3,10,0.478,15,"N","N","N","Gp2","N","debt_consolidation","Gp3","No Default"
"1",5000,36,0.0991,161.13,"B",10,"No Default",17.32,1,7,0.811,26,"Y","N","N","Gp3","Y","medical","Gp4","No Default"
"1",5000,36,0.0768,155.95,"A",2,"No Default",0.38,0,3,0.003,10,"N","N","Y","Gp2","N","home_improvement","Gp1","No Default"
"1",3000,36,0.1459,103.4,"D",5,"No Default",24.2,1,6,0.877,10,"N","N","Y","Gp3","N","debt_consolidation","Gp2","No Default"
"1",10000,36,0.1523,347.79,"C",4,"No Default",8.59,1,4,0.837,7,"N","N","Y","Gp1","Y","home_improvement","Gp3","No Default"
"1",7500,36,0.0603,228.27,"A",10,"No Default",11.85,0,9,0.258,38,"Y","N","N","Gp3","N","credit_card","Gp4","No Default"
"1",8000,36,0.1199,265.68,"B",10,"No Default",10.24,1,13,0.252,31,"Y","Y","Y","Gp4","Y","home_improvement","Gp3","No Default"
"1",16500,36,0.128,554.37,"D",0,"No Default",19.22,2,8,0.695,18,"N","N","N","Gp3","N","debt_consolidation","Gp4","No Default"
"1",10000,60,0.1171,220.99,"B",10,"No Default",10.83,0,3,0.431,17,"Y","N","Y","Gp2","N","other","Gp5","No Default"
"1",3800,36,0.1316,128.33,"C",1,"No Default",17.01,0,16,0.291,20,"N","N","Y","Gp2","N","educational","Gp2","No Default"
"1",2500,36,0.1472,86.33,"C",9,"No Default",8.15,3,4,0.791,7,"N","N","N","Gp3","Y","debt_consolidation","Gp2","No Default"
"0",17500,60,0.178,442.49,"F",8,"No Default",22.39,5,8,0.978,45,"N","N","Y","Gp3","Y","debt_consolidation","Gp2","No Default"
"1",25000,36,0.1645,884.5,"E",1,"No Default",24.89,2,17,0.87,41,"N","N","Y","Gp5","Y","debt_consolidation","Gp5","No Default"
"1",20000,36,0.1461,689.51,"D",2,"No Default",22.55,0,18,0.368,48,"N","Y","Y","Gp5","Y","debt_consolidation","Gp5","No Default"
"1",12000,36,0.1348,407.11,"C",4,"No Default",4.84,0,13,0.476,18,"N","N","Y","Gp3","N","debt_consolidation","Gp4","No Default"
"1",6300,36,0.1171,208.38,"B",2,"No Default",7.2,1,6,0.843,11,"N","N","N","Gp1","N","credit_card","Gp2","No Default"
"1",19000,36,0.1521,660.6,"D",1,"No Default",18.72,0,5,0.291,8,"N","N","N","Gp2","Y","small_business","Gp2","No Default"
"1",10000,36,0.0751,311.1,"A",8,"No Default",4.86,0,15,0.062,27,"N","N","Y","Gp5","N","credit_card","Gp3","No Default"
"1",8875,36,0.1427,304.5,"C",3,"No Default",14.64,1,6,0.276,14,"N","N","Y","Gp1","Y","house","Gp1","No Default"
"1",8400,36,0.1148,276.94,"B",9,"No Default",21.05,1,5,0.219,5,"N","N","N","Gp1","N","car","Gp1","No Default"
"1",6600,36,0.089,209.58,"A",5,"No Default",20.57,3,12,0.484,37,"N","N","N","Gp3","N","debt_consolidation","Gp2","No Default"
"1",6125,36,0.0617,186.81,"A",7,"No Default",1.01,0,15,0,25,"N","N","Y","Gp4","Y","car","Gp1","No Default"
"1",10000,36,0.1199,332.1,"B",4,"No Default",17.62,1,8,0.344,14,"N","N","Y","Gp4","Y","debt_consolidation","Gp3","No Default"
"1",3800,36,0.0599,115.59,"A",2,"No Default",12.5,1,9,0.031,23,"N","N","Y","Gp1","N","debt_consolidation","Gp1","No Default"
"1",3000,36,0.1149,98.92,"B",4,"No Default",18.11,3,6,0.135,7,"N","N","Y","Gp1","N","home_improvement","Gp1","No Default"
"1",12000,36,0.1558,419.41,"D",9,"No Default",20.67,2,8,0.489,24,"N","Y","Y","Gp3","Y","home_improvement","Gp2","No Default"
"1",7000,36,0.0662,214.93,"A",3,"No Default",15.62,2,6,0.166,17,"N","N","N","Gp4","N","debt_consolidation","Gp2","No Default"
"0",7200,36,0.1253,240.96,"C",0,"No Default",0.6,5,11,0.144,36,"N","N","Y","Gp2","N","small_business","Gp1","No Default"
"1",2100,36,0.1306,70.82,"C",4,"No Default",15.42,1,9,0.748,20,"N","Y","Y","Gp4","N","car","Gp3","No Default"
"1",12000,60,0.1749,301.41,"D",2,"No Default",20.79,1,6,0.904,7,"N","N","N","Gp3","Y","moving","Gp2","No Default"
"1",7000,36,0.0859,221.28,"A",0,"No Default",4.88,1,9,0.202,20,"N","N","N","Gp4","Y","car","Gp4","No Default"
"1",10000,36,0.0999,322.63,"B",5,"No Default",21.93,2,20,0,44,"N","Y","N","Gp1","Y","small_business","Gp1","No Default"
"1",8000,36,0.0749,248.82,"A",10,"No Default",25.36,0,15,0.323,40,"Y","N","Y","Gp1","Y","major_purchase","Gp4","No Default"
"1",5000,36,0.0743,155.38,"A",4,"No Default",0.28,0,2,0.137,2,"N","N","N","Gp5","N","house","Gp2","No Default"
"1",24000,60,0.0999,309.61,"B",10,"No Default",8.08,0,9,0.438,28,"Y","N","Y","Gp5","Y","debt_consolidation","Gp4","No Default"
"1",5000,36,0.1039,162.26,"B",2,"No Default",14.82,1,7,0.269,17,"N","N","N","Gp1","N","other","Gp2","No Default"
"1",5000,36,0.1136,164.56,"B",10,"No Default",17.56,2,8,0.226,19,"Y","N","N","Gp3","N","debt_consolidation","Gp3","No Default"
"0",20000,36,0.1348,678.49,"C",10,"No Default",4.29,6,11,0.385,25,"Y","N","Y","Gp3","N","other","Gp3","No Default"
"1",8400,36,0.1287,282.52,"C",7,"No Default",14.99,3,13,0.8,25,"N","N","Y","Gp4","N","home_improvement","Gp5","No Default"
"1",14400,36,0.0751,448,"A",2,"No Default",0.49,0,9,0,31,"N","N","Y","Gp3","Y","debt_consolidation","Gp1","No Default"
"0",25000,36,0.1695,890.68,"E",1,"No Default",4.33,9,18,0.171,33,"N","N","Y","Gp5","Y","small_business","Gp4","No Default"
"1",11000,36,0.1059,358,"B",3,"No Default",14.71,0,9,0.699,29,"N","N","N","Gp2","Y","debt_consolidation","Gp1","No Default"
"1",17000,60,0.1099,369.54,"B",1,"No Default",25.33,0,9,0.72,32,"N","N","Y","Gp3","N","credit_card","Gp5","No Default"
"1",3600,36,0.1472,124.31,"C",10,"No Default",17.6,2,24,0.486,54,"Y","N","Y","Gp4","Y","other","Gp3","No Default"
"1",1000,36,0.1316,33.78,"C",2,"No Default",19.63,2,9,0.867,15,"N","Y","N","Gp2","N","other","Gp3","No Default"
"1",12000,36,0.1322,405.61,"C",1,"No Default",1.83,1,5,0.376,10,"N","N","N","Gp2","N","other","Gp1","No Default"
"1",20500,36,0.1459,706.54,"D",4,"No Default",19.77,0,6,0.589,10,"N","N","N","Gp2","N","debt_consolidation","Gp5","No Default"
"1",3000,60,0.0999,63.73,"B",3,"No Default",19.49,1,11,0.265,15,"N","N","Y","Gp2","N","other","Gp2","No Default"
"1",15000,36,0.1218,499.5,"B",5,"No Default",16.97,0,9,0.491,14,"N","N","N","Gp2","Y","credit_card","Gp3","No Default"
"1",9000,60,0.1427,210.68,"C",7,"No Default",17.96,3,11,0.661,26,"N","N","Y","Gp5","Y","debt_consolidation","Gp4","No Default"
"1",15000,36,0.1677,533.08,"D",6,"No Default",7.29,1,5,0.846,8,"N","N","N","Gp5","N","debt_consolidation","Gp2","No Default"
"1",6000,36,0.1199,199.26,"B",2,"No Default",4.5,0,2,0.665,3,"N","N","N","Gp3","N","credit_card","Gp3","No Default"
"0",2400,36,0.0838,75.63,"A",2,"No Default",3.82,0,2,0,3,"N","N","N","Gp1","N","educational","Gp1","No Default"
"1",5000,60,0.1645,122.79,"E",10,"No Default",20.89,3,12,0.552,20,"Y","N","N","Gp1","N","moving","Gp3","No Default"
"1",3200,36,0.0599,97.34,"A",10,"No Default",14.58,0,6,0.743,25,"Y","N","Y","Gp4","Y","debt_consolidation","Gp5","No Default"
"1",7500,36,0.1051,243.81,"B",1,"No Default",16.23,1,9,0.636,24,"N","N","Y","Gp2","N","debt_consolidation","Gp5","No Default"
"1",20000,60,0.1465,472.14,"C",8,"No Default",4.4,1,16,0.201,44,"N","Y","Y","Gp5","Y","debt_consolidation","Gp4","No Default"
"1",12000,36,0.092,382.72,"B",10,"No Default",10.14,1,8,0.11,10,"Y","N","N","Gp2","N","debt_consolidation","Gp2","No Default"
"1",10000,60,0.1929,261.01,"E",4,"No Default",18.6,1,11,0.295,15,"N","Y","N","Gp5","N","major_purchase","Gp3","No Default"
"1",15000,60,0.1074,324.2,"B",4,"No Default",22.39,0,13,0.657,47,"N","N","Y","Gp4","Y","credit_card","Gp5","No Default"
"1",35000,60,0.1427,819.3,"C",1,"No Default",4.34,4,19,0.006,47,"N","N","Y","Gp5","Y","house","Gp4","No Default"
"1",20000,60,0.1065,431.37,"B",2,"No Default",21,0,7,0.626,26,"N","N","Y","Gp3","Y","debt_consolidation","Gp4","No Default"
"1",10000,36,0.1689,355.99,"D",10,"No Default",8.67,3,9,0.568,24,"Y","Y","N","Gp2","Y","home_improvement","Gp2","No Default"
"1",20000,36,0.1149,659.43,"B",7,"No Default",10.73,0,13,0.475,22,"N","N","Y","Gp5","Y","debt_consolidation","Gp4","No Default"
"1",10000,36,0.1189,331.64,"B",10,"No Default",21.54,0,12,0.404,21,"Y","N","N","Gp3","N","debt_consolidation","Gp3","No Default"
"1",35000,60,0.164,858.59,"E",0,"No Default",10.11,0,14,0.008,19,"N","Y","Y","Gp4","Y","debt_consolidation","Gp1","No Default"
"1",3250,36,0.08,101.85,"A",3,"No Default",10.26,3,12,0.309,25,"N","N","Y","Gp2","N","credit_card","Gp4","No Default"
"1",8000,36,0.1361,271.91,"C",7,"No Default",22.62,0,12,0.341,24,"N","Y","Y","Gp4","Y","debt_consolidation","Gp3","No Default"
"1",6500,36,0.1099,212.78,"B",10,"No Default",13.51,2,16,0.893,30,"Y","N","Y","Gp4","N","other","Gp5","No Default"
"1",15000,36,0.1148,494.53,"B",1,"No Default",7.35,0,7,0.505,27,"N","N","N","Gp2","Y","debt_consolidation","Gp4","No Default"
"1",12000,36,0.1357,407.63,"C",3,"No Default",15.48,0,10,0.456,27,"N","N","N","Gp3","Y","debt_consolidation","Gp3","No Default"
"1",2400,36,0.1186,79.56,"B",6,"No Default",22.81,1,7,0.561,27,"N","N","Y","Gp2","Y","debt_consolidation","Gp2","No Default"
"1",16000,60,0.0691,196.11,"A",7,"No Default",13,2,18,0.182,31,"N","N","Y","Gp5","Y","debt_consolidation","Gp4","No Default"
"1",5000,36,0.1513,173.65,"E",2,"No Default",2.74,3,2,0.844,6,"N","N","N","Gp3","Y","major_purchase","Gp1","No Default"
"1",16000,60,0.1558,385.53,"D",3,"No Default",23.15,2,16,0.433,31,"N","N","Y","Gp4","Y","credit_card","Gp4","No Default"
"1",22000,60,0.1099,478.23,"B",3,"No Default",10.8,0,8,0.438,11,"N","N","N","Gp4","Y","debt_consolidation","Gp4","No Default"
"1",22000,36,0.1062,716.32,"B",10,"No Default",5.34,4,10,0.305,39,"Y","N","Y","Gp5","Y","major_purchase","Gp5","No Default"
"1",2000,60,0.1677,49.46,"D",8,"No Default",22.96,8,6,0.489,25,"N","N","Y","Gp1","N","other","Gp2","No Default"
"1",16000,60,0.1268,361.44,"C",8,"No Default",13.01,0,18,0.229,30,"N","N","Y","Gp5","N","credit_card","Gp4","No Default"
"1",10000,36,0.0859,316.11,"A",10,"No Default",4.15,3,5,0.179,13,"Y","N","Y","Gp4","N","debt_consolidation","Gp3","No Default"
"1",5000,36,0.0932,159.74,"A",10,"No Default",1.56,0,5,0.237,11,"Y","N","N","Gp1","N","other","Gp1","No Default"
"1",13200,60,0.1929,344.53,"E",7,"No Default",20.1,3,19,0.45,37,"N","N","Y","Gp4","Y","debt_consolidation","Gp3","No Default"
"1",13000,36,0.1392,443.78,"C",3,"No Default",21.58,0,13,0.744,27,"N","N","Y","Gp4","N","debt_consolidation","Gp4","No Default"
"1",12000,60,0.1298,272.92,"C",3,"No Default",11.79,0,10,0.675,29,"N","N","Y","Gp4","N","debt_consolidation","Gp4","No Default"
"1",10000,60,0.1398,232.58,"C",2,"No Default",5.45,2,9,0.515,11,"N","N","N","Gp3","Y","major_purchase","Gp1","No Default"
"1",8000,36,0.1273,268.53,"C",0,"No Default",18.4,1,8,0.746,30,"N","N","N","Gp4","N","other","Gp1","No Default"
"1",15000,36,0.0963,481.42,"A",0,"No Default",11.57,1,8,0.097,12,"N","N","N","Gp2","Y","credit_card","Gp1","No Default"
"1",10600,36,0.1596,372.46,"C",7,"No Default",16.03,1,12,0.547,28,"N","N","Y","Gp2","Y","debt_consolidation","Gp4","No Default"
"1",5000,60,0.1036,107.13,"B",6,"No Default",10.55,2,4,0.085,13,"N","N","N","Gp1","Y","car","Gp1","No Default"
"1",3000,36,0.0692,92.53,"A",3,"No Default",20.29,0,4,0.58,16,"N","N","Y","Gp1","Y","debt_consolidation","Gp3","No Default"
"1",5600,36,0.1111,183.63,"B",1,"No Default",24.99,1,9,0.671,18,"N","N","Y","Gp1","Y","debt_consolidation","Gp3","No Default"
"1",3500,36,0.0768,109.17,"A",4,"No Default",2.26,0,5,0.107,8,"N","N","N","Gp1","N","educational","Gp1","No Default"
"1",20000,36,0.1199,664.2,"B",5,"No Default",23.14,0,9,0.773,25,"N","N","N","Gp3","Y","debt_consolidation","Gp5","No Default"
"1",2400,36,0.1065,78.18,"B",4,"No Default",19.15,3,14,0.705,17,"N","N","N","Gp4","N","debt_consolidation","Gp4","No Default"
"1",13250,36,0.1059,431.22,"B",0,"No Default",24.07,2,14,0.652,45,"N","Y","N","Gp1","Y","debt_consolidation","Gp3","No Default"
"1",10000,36,0.0729,310.1,"A",0,"No Default",11.28,3,9,0.586,32,"N","N","N","Gp1","Y","debt_consolidation","Gp2","No Default"
"1",20000,36,0.1253,669.33,"B",5,"No Default",2.71,1,4,0,10,"N","N","N","Gp3","N","debt_consolidation","Gp1","No Default"
"1",7000,36,0.0692,215.89,"A",8,"No Default",22.06,1,7,0.255,13,"N","N","N","Gp1","N","other","Gp3","No Default"
"1",5000,36,0.0988,161.06,"B",1,"No Default",22.08,2,13,0.388,20,"N","N","Y","Gp1","N","debt_consolidation","Gp3","No Default"
"1",10000,60,0.1186,221.74,"B",5,"No Default",3.08,0,9,0.124,10,"N","N","N","Gp3","Y","major_purchase","Gp1","No Default"
"1",1400,36,0.2206,53.52,"F",5,"No Default",6.49,1,2,0.988,5,"N","N","N","Gp1","N","moving","Gp1","No Default"
"1",6000,36,0.1075,195.73,"B",3,"No Default",24.92,0,7,0.731,32,"N","N","N","Gp1","N","debt_consolidation","Gp2","No Default"
"1",5000,36,0.1065,162.87,"B",4,"No Default",15.34,1,7,0.795,13,"N","N","N","Gp1","Y","debt_consolidation","Gp2","No Default"
"1",14000,36,0.0662,429.86,"A",10,"No Default",20.18,1,15,0.278,63,"Y","N","N","Gp3","Y","debt_consolidation","Gp4","No Default"
"1",5000,36,0.0751,155.56,"A",2,"No Default",20.84,0,11,0.543,44,"N","N","Y","Gp5","N","moving","Gp2","No Default"
"1",5000,36,0.08,156.69,"A",3,"No Default",15.85,0,11,0.123,24,"N","Y","N","Gp1","N","credit_card","Gp2","No Default"
"1",10000,36,0.1483,345.83,"D",10,"No Default",15.86,0,8,0.903,21,"Y","Y","Y","Gp5","Y","debt_consolidation","Gp4","No Default"
"1",25000,36,0.1186,828.69,"B",10,"No Default",9.17,2,14,0.817,45,"Y","N","Y","Gp5","Y","debt_consolidation","Gp5","No Default"
"1",12500,60,0.1689,309.92,"D",7,"No Default",15.31,0,7,0.799,21,"N","N","Y","Gp1","Y","debt_consolidation","Gp3","No Default"
"1",6000,36,0.1199,199.26,"B",10,"No Default",7.82,2,12,0.43,17,"Y","N","N","Gp3","Y","major_purchase","Gp2","No Default"
"1",5275,36,0.0743,163.92,"A",9,"No Default",2.64,0,7,0.16,10,"N","N","Y","Gp4","N","other","Gp2","No Default"
"1",5000,36,0.1111,163.96,"B",10,"No Default",2.98,0,3,0.25,5,"Y","N","N","Gp1","Y","home_improvement","Gp1","No Default"
"1",2400,36,0.1268,80.5,"C",0,"No Default",7,2,4,0.174,7,"N","N","N","Gp1","Y","debt_consolidation","Gp1","No Default"
"1",9000,36,0.0751,280,"A",0,"No Default",10.23,4,8,0.286,20,"N","N","Y","Gp4","Y","debt_consolidation","Gp4","No Default"
"1",20000,36,0.0691,616.72,"A",10,"No Default",24.65,0,10,0.318,17,"Y","N","N","Gp3","Y","debt_consolidation","Gp5","No Default"
"1",15000,36,0.1284,504.27,"C",0,"No Default",0.26,2,10,0.007,17,"N","N","Y","Gp4","Y","small_business","Gp1","No Default"
"1",7200,36,0.1287,242.16,"C",0,"No Default",14.34,0,9,0.109,19,"N","N","N","Gp3","N","wedding","Gp1","No Default"
"1",8000,60,0.1491,189.95,"D",10,"No Default",22.25,2,13,0.357,48,"Y","Y","Y","Gp2","Y","debt_consolidation","Gp4","No Default"
"1",3600,60,0.1645,88.41,"E",1,"No Default",10.38,1,6,0.646,8,"N","N","N","Gp1","Y","car","Gp1","No Default"
"1",15000,36,0.1418,513.98,"E",1,"No Default",21.49,0,20,0.771,38,"N","N","N","Gp3","N","debt_consolidation","Gp5","No Default"
"0",6000,36,0.1632,211.9,"D",6,"No Default",13.63,6,17,0.382,45,"N","N","Y","Gp5","Y","home_improvement","Gp2","No Default"
"1",4800,36,0.1036,155.7,"B",2,"No Default",16.49,1,6,0.022,15,"N","N","N","Gp2","Y","debt_consolidation","Gp1","No Default"
"1",15000,36,0.0788,469.22,"A",5,"No Default",17,1,12,0.367,34,"N","Y","Y","Gp5","Y","debt_consolidation","Gp3","No Default"
"1",10000,36,0.1171,330.76,"B",4,"No Default",6.87,0,11,0.743,20,"N","N","N","Gp4","Y","debt_consolidation","Gp3","No Default"
"1",7000,36,0.1186,232.04,"B",8,"No Default",13.44,1,4,0.928,15,"N","N","Y","Gp3","N","debt_consolidation","Gp3","No Default"
"1",20000,60,0.1074,432.26,"B",10,"No Default",22.67,1,20,0.222,39,"Y","N","Y","Gp5","Y","debt_consolidation","Gp4","No Default"
"0",25000,36,0.1878,913.63,"F",10,"No Default",18.59,2,14,0.697,30,"Y","N","Y","Gp5","N","small_business","Gp5","No Default"
"1",9600,36,0.1629,338.89,"D",5,"No Default",17.82,2,23,0.564,32,"N","N","N","Gp2","Y","debt_consolidation","Gp3","No Default"
"1",1800,36,0.1218,59.94,"B",3,"No Default",4.43,1,5,0.503,10,"N","N","N","Gp3","N","credit_card","Gp3","No Default"
"1",5000,60,0.1186,110.87,"B",8,"No Default",21.18,0,12,0.605,24,"N","N","N","Gp4","Y","small_business","Gp3","No Default"
"0",12000,36,0.1483,414.99,"D",2,"No Default",18.18,6,13,0.692,33,"N","N","Y","Gp4","N","debt_consolidation","Gp4","No Default"
"1",14000,36,0.079,438.07,"A",4,"No Default",10.16,0,9,0.392,25,"N","N","Y","Gp3","Y","credit_card","Gp4","No Default"
"0",10800,36,0.2016,402.24,"G",4,"No Default",10.59,8,4,0.908,19,"N","N","Y","Gp2","Y","debt_consolidation","Gp4","No Default"
"1",10000,36,0.1527,347.98,"C",1,"No Default",13.77,2,12,0.687,35,"N","N","Y","Gp3","N","credit_card","Gp3","No Default"
"1",19600,60,0.1268,442.76,"C",10,"No Default",13.39,0,5,0.685,25,"Y","N","Y","Gp5","Y","debt_consolidation","Gp4","No Default"
"1",4800,36,0.1347,162.83,"C",1,"No Default",22.84,0,7,0.835,8,"N","N","N","Gp1","N","car","Gp1","No Default"
"1",2400,36,0.0749,74.65,"A",4,"No Default",12.42,0,8,0.877,31,"N","N","Y","Gp5","N","other","Gp5","No Default"
"1",4000,36,0.1074,130.47,"B",0,"No Default",4.61,0,6,0.149,6,"N","N","N","Gp1","Y","wedding","Gp1","No Default"
"0",3000,60,0.1595,72.88,"D",1,"No Default",19.5,4,6,0.468,24,"N","N","N","Gp4","Y","car","Gp1","No Default"
"1",26000,60,0.1299,591.45,"C",10,"No Default",16.67,0,6,0.58,10,"Y","N","N","Gp2","Y","debt_consolidation","Gp5","No Default"
"1",8000,60,0.1074,172.91,"B",6,"No Default",16.23,0,9,0.445,13,"N","N","Y","Gp2","N","debt_consolidation","Gp3","No Default"
"1",8500,36,0.1335,287.84,"C",6,"No Default",14.97,0,2,0.907,12,"N","N","N","Gp3","N","credit_card","Gp4","No Default"
"1",32000,60,0.2025,538,"F",5,"No Default",4.32,1,9,0.418,40,"N","N","N","Gp5","Y","debt_consolidation","Gp1","No Default"
"1",10000,36,0.1427,343.09,"C",4,"No Default",18.29,0,6,0.958,18,"N","N","N","Gp2","Y","moving","Gp4","No Default"
"1",8600,36,0.1136,283.04,"B",6,"No Default",19.11,0,5,0.213,13,"N","N","N","Gp2","N","debt_consolidation","Gp3","No Default"
"1",6000,36,0.089,190.52,"A",5,"No Default",11.55,0,4,0.887,9,"N","N","N","Gp1","Y","credit_card","Gp3","No Default"
"1",6000,36,0.0692,185.05,"A",3,"No Default",8.9,1,11,0.121,38,"N","N","Y","Gp5","N","car","Gp2","No Default"
